new_es_symbol,es_symbol,es_name,stage,qa_approved
R041XB204AZ,R041XB204AZ,"Clay Loam Upland 8-12"" p.z.",Provisional,yes
R041XB205AZ,R041XB205AZ,"Shallow Hills 8-12"" p.z.",Provisional,yes
R041XB206AZ,R041XB206AZ,"Limy Fan 8-12"" p.z.",Provisional,yes
R041XB207AZ,R041XB207AZ,"Limy Slopes 8-12"" p.z.",Provisional,yes
R041XB208AZ,R041XB208AZ,"Limy Upland 8-12"" p.z.",Provisional,yes
R041XB209AZ,R041XB209AZ,"Loamy Swale 8-12"" p.z.",Provisional,yes
R041XB210AZ,R041XB210AZ,"Loamy Upland 8-12"" p.z.",Provisional,yes
R041XB211AZ,R041XB211AZ,"Saline Bottom 8-12"" p.z.",Provisional,yes
R041XB212AZ,R041XB212AZ,"Saline Upland 8-12"" p.z.",Provisional,yes
R041XB213AZ,R041XB213AZ,"Sandy Wash 8-12"" p.z.",Provisional,yes
R041XB214AZ,R041XB214AZ,"Sandy Upland 8-12"" p.z.",Provisional,yes
R041XB215AZ,R041XB215AZ,"Sandy Loam Upland 8-12"" p.z.",Provisional,yes
R041XB216AZ,R041XB216AZ,"Clayey Slopes 8-12"" p.z.",Provisional,yes
R041XB219AZ,R041XB219AZ,"Gypsum Upland 8-12"" p.z.",Provisional,yes
R041XB220AZ,R041XB220AZ,"Limestone Hills 8-12"" p.z.",Provisional,yes
R041XB223AZ,R041XB223AZ,"Basalt Hills 8-12"" p.z.",Provisional,yes
R041XB225AZ,R041XB225AZ,"Sandstone / Mudstone Hills 8-12"" p.z.",Provisional,yes
R041XB231AZ,R041XB231AZ,"Gypsum Slopes 8-12"" p.z.",Provisional,yes
R041XC301AZ,R041XC301AZ,"Basalt Hills 12-16"" p.z.",Provisional,yes
R041XC302AZ,R041XC302AZ,"Clayey Swale 12-16"" p.z.",Provisional,yes
R041XC303AZ,R041XC303AZ,"Clayey Slopes 12-16"" p.z.",Provisional,yes
R041XC304AZ,R041XC304AZ,"Clayey Upland 12-16"" p.z.",Provisional,yes
R041XC305AZ,R041XC305AZ,"Clay Loam Upland 12-16"" p.z.",Provisional,yes
R041XC306AZ,R041XC306AZ,"Shallow Hills 12-16"" p.z.",Provisional,yes
R041XC307AZ,R041XC307AZ,"Limestone Hills 12-16"" p.z.",Provisional,yes
R041XC308AZ,R041XC308AZ,"Limy Slopes 12-16"" p.z.",Provisional,yes
R041XC309AZ,R041XC309AZ,"Limy Upland 12-16"" p.z.",Provisional,yes
R041XC311AZ,R041XC311AZ,"Loamy Swale 12-16"" p.z.",Provisional,yes
R041XC312AZ,R041XC312AZ,"Loamy Bottom 12-16"" p.z.",Provisional,yes
R041XC313AZ,R041XC313AZ,Loamy Upland 43815,Provisional,yes
R041XC314AZ,R041XC314AZ,"Loamy Slopes 12-16"" p.z.",Provisional,yes
R041XC315AZ,R041XC315AZ,"Saline Bottom 12-16"" p.z.",Provisional,yes
R041XC316AZ,R041XC316AZ,"Sandy Wash 12-16"" p.z.",Provisional,yes
R041XC318AZ,R041XC318AZ,"Sandy Loam 12-16"" p.z.Deep",Provisional,yes
R041XC319AZ,R041XC319AZ,"Sandy Loam Upland 12-16"" p.z.",Provisional,yes
R041XC320AZ,R041XC320AZ,"Limy Fan 12-16"" p.z.",Provisional,yes
R041XC322AZ,R041XC322AZ,"Shallow Upland 12-16"" p.z.",Provisional,yes
R041XC323AZ,R041XC323AZ,"Volcanic Hills 12-16"" p.z.Loamy",Provisional,yes
R041XC324AZ,R041XC324AZ,"Loamy Upland 12-16"" p.z.Limy",Provisional,yes
R041XC325AZ,R041XC325AZ,"Sandy Upland 12-16"" p.z.",Provisional,yes
R041XC326AZ,R041XC326AZ,"Sandy Upland 12-16"" p.z.Saline",Provisional,yes
R041XC327AZ,R041XC327AZ,"Loamy Cienega 12-16"" p.z.",Provisional,yes
R041XC328AZ,R041XC328AZ,"Saline Upland 12-16"" p.z.",Provisional,yes
R041XC329AZ,R041XC329AZ,"Tuff Hills 12-16"" p.z.",Provisional,yes
R041XC330AZ,R041XC330AZ,"Volcanic Hills 12-16"" p.z.Clayey",Provisional,yes
R041XC331AZ,R041XC331AZ,"Limy Upland 12-16"" p.z.Deep",Provisional,yes
R042XA051NM,R042XA051NM,Sandy ,Provisional,yes
R042XA052NM,R042XA052NM,Loamy ,Provisional,yes
R042XA053NM,R042XA053NM,Gravelly Sand ,Provisional,yes
R042XA054NM,R042XA054NM,Deep Sand ,Provisional,yes
R042XA055NM,R042XA055NM,Salty Bottomland ,Provisional,yes
R042XA056NM,R042XA056NM,Malpais ,Provisional,yes
R042XA057NM,R042XA057NM,Bottomland ,Provisional,yes
R042XA058NM,R042XA058NM,Hills ,Provisional,yes
R042XA059NM,R042XA059NM,Limestone Hills ,Provisional,yes
R042XA060NM,R042XA060NM,Mesa Breaks ,Provisional,yes
R042XA061NM,R042XA061NM,Clayey ,Provisional,yes
R042XA062NM,R042XA062NM,Swale ,Provisional,yes
R042XA063NM,R042XA063NM,Gyp Upland ,Provisional,yes
R042XB001NM,R042XB001NM,Alkali Flat ,Provisional,yes
R042XB002NM,R042XB002NM,Gyp Duneland Barren ,Provisional,yes
R042XB003NM,R042XB003NM,Vegetated Gypsum Dunes ,Provisional,yes
R042XB004NM,R042XB004NM,Gyp Interdune (Wet) ,Provisional,yes
R042XB005NM,R042XB005NM,Gyp Interdune (Dry) ,Provisional,yes
R042XB006NM,R042XB006NM,Gyp Upland ,Provisional,yes
R042XB007NM,R042XB007NM,Gyp Outcrop ,Provisional,yes
R042XB008NM,R042XB008NM,Gyp Playa ,Provisional,yes
R042XB010NM,R042XB010NM,Gravelly ,Provisional,yes
R042XB011NM,R042XB011NM,Deep Sand ,Provisional,yes
R042XB012NM,R042XB012NM,Sandy ,Provisional,yes
R042XB013NM,R042XB013NM,Gyp Hills ,Provisional,yes
R042XB014NM,R042XB014NM,Loamy ,Provisional,yes
R042XB015NM,R042XB015NM,Shallow Sandy ,Provisional,yes
R042XB016NM,R042XB016NM,Draw ,Provisional,yes
R042XB018NM,R042XB018NM,Bottomland ,Provisional,yes
R042XB019NM,R042XB019NM,Limy ,Provisional,yes
R042XB021NM,R042XB021NM,Limestone Hills ,Provisional,yes
R042XB023NM,R042XB023NM,Clayey ,Provisional,yes
R042XB024NM,R042XB024NM,Gravelly Sand ,Provisional,yes
R042XB027NM,R042XB027NM,Hills ,Provisional,yes
R042XB028NM,R042XB028NM,Salt Meadow ,Provisional,yes
R042XB033NM,R042XB033NM,Salty Bottomland ,Provisional,yes
R042XB035NM,R042XB035NM,Gravelly Loam ,Provisional,yes
R042XB036NM,R042XB036NM,Salt Flats ,Provisional,yes
R042XB037NM,R042XB037NM,Malpais ,Provisional,yes
R042XC001NM,R042XC001NM,Gravelly ,Provisional,yes
R042XC002NM,R042XC002NM,Shallow Sandy ,Provisional,yes
R042XC003NM,R042XC003NM,Loamy Sand ,Provisional,yes
R042XC004NM,R042XC004NM,Sandy ,Provisional,yes
R042XC005NM,R042XC005NM,Deep Sand ,Provisional,yes
R042XC006NM,R042XC006NM,Gyp Upland ,Provisional,yes
R042XC007NM,R042XC007NM,Loamy ,Provisional,yes
R042XC008NM,R042XC008NM,Draw ,Provisional,yes
R042XC013NM,R042XC013NM,Gyp Hills ,Provisional,yes
R042XC017NM,R042XC017NM,Bottomland ,Provisional,yes
R042XC020NM,R042XC020NM,Limestone Hills ,Provisional,yes
R042XC022NM,R042XC022NM,Sandhills ,Provisional,yes
R042XC025NM,R042XC025NM,Shallow ,Provisional,yes
R042XC028NM,R042XC028NM,Salt Meadow ,Provisional,yes
R042XC030NM,R042XC030NM,Limy ,Provisional,yes
R042XC033NM,R042XC033NM,Salty Bottomland ,Provisional,yes
R042XC036NM,R042XC036NM,Salt Flats ,Provisional,yes
R042XC241TX,R042XC241TX,"Clay Flat, Desert Grassland",Provisional,yes
R042XC244TX,R042XC244TX,"Gravelly, Desert Grassland",Provisional,yes
R042XC247TX,R042XC247TX,"Igneous Hill & Mountain, Desert Grassland",Provisional,yes
R042XC249TX,R042XC249TX,"Limestone Hill & Mountain, Desert Grassland",Provisional,yes
R042XC255TX,R042XC255TX,"Sandstone Hill & Mountain, Desert Grassland",Provisional,yes
R042XD001NM,R042XD001NM,Loamy ,Provisional,yes
R042XD002NM,R042XD002NM,Loamy Bottom ,Provisional,yes
R042XD003NM,R042XD003NM,Draw ,Provisional,yes
R042XD004NM,R042XD004NM,Limy ,Provisional,yes
R042XD005NM,R042XD005NM,Clay Loam Upland ,Provisional,yes
R042XD006NM,R042XD006NM,Shallow Sandy ,Provisional,yes
R042XD007NM,R042XD007NM,Gravelly ,Provisional,yes
R042XD008NM,R042XD008NM,Loamy Sand ,Provisional,yes
R042XD744TX,R042XD744TX,"Limestone Hill, Dry Mixed Prairie",Provisional,yes
R042XE272TX,R042XE272TX,"Clay Flat, Mixed Prairie",Provisional,yes
R042XE274TX,R042XE274TX,"Mountain Valley Foothill Slope, Mixed Prairie",Provisional,yes
R042XE275TX,R042XE275TX,"Gravelly, Mixed Prairie",Provisional,yes
R042XE277TX,R042XE277TX,"Igneous Hill & Mountain, Mixed Prairie",Provisional,yes
R042XE278TX,R042XE278TX,"Limestone Hill & Mountain, Mixed Prairie",Provisional,yes
R042XE279TX,R042XE279TX,"Loamy Swale, Mixed Prairie",Provisional,yes
R042XE281TX,R042XE281TX,"Shallow, Mixed Prairie",Provisional,yes
R042XF286TX,R042XF286TX,"Igneous Hill & Mountain, Mountain Savannah",Provisional,yes
R042XG263TX,R042XG263TX,"Basalt Hill, Hot Desert Shrub",Provisional,yes
R042XG264TX,R042XG264TX,"Igneous Hill & Mountain, Hot Desert Shrub",Provisional,yes
R042XG586TX,R042XG586TX,"Sandstone Hill & Mountain, Hot Desert Shrub",Provisional,yes
R042XG733TX,R042XG733TX,"Loamy Bottomland, Hot Desert Shrub",Provisional,yes
R042XG734TX,R042XG734TX,"Salty Clay Hill, Hot Desert Shrub",Provisional,yes
R042XG735TX,R042XG735TX,"Gravelly, Hot Desert Shrub",Provisional,yes
R042XG736TX,R042XG736TX,"Arroyo, Hot Desert Shrub",Provisional,yes
R042XG737TX,R042XG737TX,"Limestone Hill & Mountain, Hot Desert Shrub",Provisional,yes
R042XG738TX,R042XG738TX,"Loamy, Hot Desert Shrub",Provisional,yes
R042XG739TX,R042XG739TX,"Clay Hill, Hot Desert Shrub",Provisional,yes
R042XJ001NM,R042XJ001NM,Limestone Hills 13 to 16 inches,Provisional,yes
R042XJ002NM,R042XJ002NM,Igneous Hills 13-16 inches,Provisional,yes
R042XK001NM,R042XK001NM,Igneous Mountains 14 to 18 inches,Provisional,yes
R043AA038MT,R043AA038MT,Droughty Steep (Drstp) LRU 43A-A,Provisional,yes
R043AB038MT,R043AB038MT,Droughty Steep (Drstp) LRU 43A-B,Provisional,yes
R043AB138MT,R043AB138MT,Shallow Droughty (Swdr) LRU 43A-B,Provisional,yes
R043BY108WY,R043BY108WY,Coarse Upland (High Mountains) ,Provisional,yes
R043BY110WY,R043BY110WY,Dense Clay (High Mountains) ,Provisional,yes
R043BY116WY,R043BY116WY,Igneous (High Mountains) ,Provisional,yes
R043BY122WY,R043BY122WY,Loamy (High Mountains) ,Provisional,yes
R043BY130WY,R043BY130WY,Overflow (High Mountains) ,Provisional,yes
R043BY160WY,R043BY160WY,Shallow Igneous (High Mountains) ,Provisional,yes
R043BY162WY,R043BY162WY,Shallow Loamy (High Mountains) ,Provisional,yes
R043BY168WY,R043BY168WY,Steep Loamy (High Mountains) ,Provisional,yes
R043BY170WY,R043BY170WY,Steep Stony (High Mountains) ,Provisional,yes
R043BY172WY,R043BY172WY,Stony (High Mountains) ,Provisional,yes
R043BY174WY,R043BY174WY,Subirrigated (High Mountains) ,Provisional,yes
R043BY176WY,R043BY176WY,Very Shallow (High Mountains) ,Provisional,yes
R043BY178WY,R043BY178WY,Wetland (High Mountains) ,Provisional,yes
R043BY204WY,R043BY204WY,Clayey (Foothills And Mountains West) ,Provisional,yes
R043BY206WY,R043BY206WY,Clayey Overflow (Foothills And Mountains West) ,Provisional,yes
R043BY208WY,R043BY208WY,Coarse Upland (Foothills And Mountains West) ,Provisional,yes
R043BY210WY,R043BY210WY,Dense Clay (Foothills And Mountains West) ,Provisional,yes
R043BY212WY,R043BY212WY,Gravelly (Foothills And Mountains West) ,Provisional,yes
R043BY216WY,R043BY216WY,Igneous (Foothills And Mountains West) ,Provisional,yes
R043BY222WY,R043BY222WY,Loamy (Foothills And Mountains West) ,Provisional,yes
R043BY230WY,R043BY230WY,Overflow (Foothills And Mountains West) ,Provisional,yes
R043BY242WY,R043BY242WY,Saline Subirrigated (Foothills And Mountains West) ,Provisional,yes
R043BY260WY,R043BY260WY,Shallow Igneous (Foothills And Mountains West) ,Provisional,yes
R043BY262WY,R043BY262WY,Shallow Loamy (Foothills And Mountains West) ,Provisional,yes
R043BY270WY,R043BY270WY,Steep Stony (Foothills And Mountains West) ,Provisional,yes
R043BY272WY,R043BY272WY,Stony (Foothills And Mountains West) ,Provisional,yes
R043BY274WY,R043BY274WY,Subirrigated (Foothills And Mountains West) ,Provisional,yes
R043BY276WY,R043BY276WY,Very Shallow (Foothills And Mountains West) ,Provisional,yes
R043BY278WY,R043BY278WY,Wetland (Foothills And Mountains West) ,Provisional,yes
R043BY304WY,R043BY304WY,Clayey (Cy) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY308WY,R043BY308WY,Coarse Upland (CU) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY316WY,R043BY316WY,Igneous (Ig) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY322WY,R043BY322WY,Loamy (Ly) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY330WY,R043BY330WY,Overflow (Ov) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY350WY,R043BY350WY,Sandy (Sy) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY358WY,R043BY358WY,"Shallow Clayey (SwCy) 15-19” Foothills and Mountains East Precipitation Zone,",Provisional,yes
R043BY360WY,R043BY360WY,Shallow Igneous (SwIg) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY362WY,R043BY362WY,Shallow Loamy (SwLy) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY366WY,R043BY366WY,Shallow Sandy (SwSy) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY374WY,R043BY374WY,Subirrigated (Sb) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY376WY,R043BY376WY,Very Shallow (VS) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY378WY,R043BY378WY,Wetland (WL) 15-19” Foothills and Mountains East Precipitation Zone,Provisional,yes
R043BY404WY,R043BY404WY,Clayey (Cy) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY408WY,R043BY408WY,Coarse Upland (CU) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY422WY,R043BY422WY,Loamy (Ly) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY428WY,R043BY428WY,Lowland (LL) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY430WY,R043BY430WY,Overflow (Ov) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY434WY,R043BY434WY,Rocky Hills (RH) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY450WY,R043BY450WY,Sandy (Sy) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY458WY,R043BY458WY,Shallow Clayey (SwCy) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY462WY,R043BY462WY,Shallow Loamy (SwLy) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY466WY,R043BY466WY,Shallow Sandy (SwSy) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY474WY,R043BY474WY,Subirrigated (Sb) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY476WY,R043BY476WY,Very Shallow (VS) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R043BY478WY,R043BY478WY,Wetland (WL) 15-19” Northern Plains Precipitation Zone,Provisional,yes
R046XC504MT,R046XC504MT,Draft Overflow (Ov) RRU 46-C 13-19 p.z.,Provisional,yes
R046XC506MT,R046XC506MT,"Draft Shallow (Sw) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC507MT,R046XC507MT,"Draft Shallow to Gravel (SwGr) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC508MT,R046XC508MT,"Draft Silty (Si) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC510MT,R046XC510MT,"Draft Limy (Ly) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC511MT,R046XC511MT,"Draft Stony (St) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC512MT,R046XC512MT,"Draft Subirrigated (Sb) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC514MT,R046XC514MT,"Draft Gravel (Gr) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC516MT,R046XC516MT,"Draft Silty-Steep (SiStp) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC517MT,R046XC517MT,"Draft Very Shallow (VSw) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC518MT,R046XC518MT,"Draft Wet Meadow (WM) RRU 46-C 15-19"" p.z.",Provisional,yes
R046XC519MT,R046XC519MT,"Draft Limy-Droughty (LyDr) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC520MT,R046XC520MT,"Draft Riparian Subirrigated (RSb) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC598MT,R046XC598MT,"Draft Shallow Clay (SwC) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XC599MT,R046XC599MT,"Draft Thin Breaks (TB) RRU 46-C 13-19"" p.z.",Provisional,yes
R046XN247MT,R046XN247MT,"Draft Clayey (Cy) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN248MT,R046XN248MT,"Draft Overflow (Ov) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN250MT,R046XN250MT,"Draft Shallow (Sw) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN252MT,R046XN252MT,"Draft Silty (Si) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN254MT,R046XN254MT,"Draft Limy (Ly) RRU 46-N 13-17"" p.z.",Provisional,yes
R046XN255MT,R046XN255MT,"Draft Stony (St) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN256MT,R046XN256MT,"Draft Subirrigated (Sb) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN261MT,R046XN261MT,"Draft Very Shallow (VSw) RRU 46-N 15-19"" p.z.",Provisional,yes
R046XN262MT,R046XN262MT,"Draft Wet Meadow (WM) RRU 46-N 15-19"" p.z.",Provisional,yes
R046XN264MT,R046XN264MT,"Draft Thin Breaks (TB) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN589MT,R046XN589MT,"Draft Shallow Clay (SwC) RRU 46-N 13-16"" p.z.",Provisional,yes
R046XN594MT,R046XN594MT,"Draft Silty-Steep (SiStp) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XN601MT,R046XN601MT,"Draft Gravel (Gr) RRU 46-N 13-19"" p.z.",Provisional,yes
R046XS104MT,R046XS104MT,"Draft Silty (Si) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS105MT,R046XS105MT,"Draft Clayey (Cy) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS107MT,R046XS107MT,"Draft Wet Meadow (WM) RRU 46-S 15-19"" p.z.",Provisional,yes
R046XS108MT,R046XS108MT,"Draft Subirrigated (Sb) RRU 46-S 15-19"" p.z.",Provisional,yes
R046XS109MT,R046XS109MT,"Draft Overflow (Ov) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS113MT,R046XS113MT,"Draft Shallow to Gravel (SwGr) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS114MT,R046XS114MT,"Draft Shallow (Sw) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS115MT,R046XS115MT,"Draft Very Shallow (VSw) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS116MT,R046XS116MT,"Draft Gravel (Gr) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS117MT,R046XS117MT,"Draft Limy-Droughty (LyDr) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS118MT,R046XS118MT,"Draft Riparian Subirrigated (RSb) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS119MT,R046XS119MT,"Draft Thin Breaks (TB) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS142MT,R046XS142MT,"Draft Stony (St) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS144MT,R046XS144MT,"Draft Limy (Ly) RRU 46-S 13-19"" p.z.",Provisional,yes
R046XS619MT,R046XS619MT,"Draft Shallow Clay (SwC) RRU 46-S 13-16"" p.z.",Provisional,yes
R047XA002UT,R047XA002UT,Semimoist Streambank (Narrowleaf Cottonwood) ,Provisional,yes
R047XA004UT,R047XA004UT,Interzonal Cold Semiwet Fresh Meadow (Meadow Sedge/Tufted Hairgrass) ,Provisional,yes
R047XA006UT,R047XA006UT,Semiwet Fresh Streambank (Narrowleaf Cottonwood) ,Provisional,yes
R047XA008UT,R047XA008UT,Interzonal Wet Fresh Meadow (Sedge) ,Provisional,yes
R047XA010UT,R047XA010UT,Interzonal Wet Fresh Streambank (Willow) ,Provisional,yes
R047XA301UT,R047XA301UT,Upland Clay Loam (Early Sagebrush) ,Provisional,yes
R047XA302UT,R047XA302UT,Upland Clay (Low Sagebrush) ,Provisional,yes
R047XA305UT,R047XA305UT,Upland Stony Loam (Utah Juniper) ,Provisional,yes
R047XA308UT,R047XA308UT,Upland Loam (Basin Big Sagebrush) ,Provisional,yes
R047XA320UT,R047XA320UT,Upland Shallow Loam (Wyoming Big Sagebrush) ,Provisional,yes
R047XA325UT,R047XA325UT,Upland Loamy Shale (Low Sagebrush) ,Provisional,yes
R047XA332UT,R047XA332UT,Upland Stony Loam (Black Sagebrush) ,Provisional,yes
R047XA338UT,R047XA338UT,Upland Stony Loam (Wyoming Big Sagebrush) ,Provisional,yes
R047XA402UT,R047XA402UT,Mountain Clay (Slender wheatgrass) ,Provisional,yes
R047XA406UT,R047XA406UT,Mountain Gravelly Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA410UT,R047XA410UT,Mountain Gravelly Loam (Oak) ,Provisional,yes
R047XA418UT,R047XA418UT,Mountain Loam (Bigtooth Maple) ,Provisional,yes
R047XA430UT,R047XA430UT,Mountain Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA432UT,R047XA432UT,Mountain Loam (Oak) ,Provisional,yes
R047XA434UT,R047XA434UT,Mountain Loam (Shrub) ,Provisional,yes
R047XA440UT,R047XA440UT,Mountain Shallow Loam (Curl-leaf mountain mahogany) ,Provisional,yes
R047XA442UT,R047XA442UT,Mountain Shallow Loam (Low Sagebrush) ,Provisional,yes
R047XA446UT,R047XA446UT,Mountain Shallow Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA448UT,R047XA448UT,Mountain Shallow Loam (Oak) ,Provisional,yes
R047XA454UT,R047XA454UT,Mountain Stony Clay (Slender Wheatgrass) ,Provisional,yes
R047XA456UT,R047XA456UT,Mountain Stony Loam (Antelope bitterbrush) ,Provisional,yes
R047XA458UT,R047XA458UT,Mountain Stony Loam (Quaking aspen thicket) ,Provisional,yes
R047XA461UT,R047XA461UT,Mountain Stony Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA463UT,R047XA463UT,Mountain Stony Loam (Gambel oak) ,Provisional,yes
R047XA469UT,R047XA469UT,Mountain Very Steep Shallow Loam (Mountain big sagebrush) ,Provisional,yes
R047XA471UT,R047XA471UT,Mountain Very Steep Stony Loam (Oak) ,Provisional,yes
R047XA474UT,R047XA474UT,Mountain Very Steep Stony Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA504UT,R047XA504UT,High Mountain Clay (Slender Wheatgrass) ,Provisional,yes
R047XA510UT,R047XA510UT,High Mountain Loam (Bigtooth maple) ,Provisional,yes
R047XA516UT,R047XA516UT,High Mountain Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XA517UT,R047XA517UT,High Mountain Loam (Silver Sagebrush) ,Provisional,yes
R047XA528UT,R047XA528UT,High Mountain Stony Clay (Slender Wheatgrass) ,Provisional,yes
R047XA614UT,R047XA614UT,Subalpine Loam (Cranesbill) ,Provisional,yes
R047XA620UT,R047XA620UT,Subalpine Meadow (Alpine Timothy) ,Provisional,yes
R047XA624UT,R047XA624UT,Subalpine Semiwet Meadow (Tufted Hairgrass) ,Provisional,yes
R047XA630UT,R047XA630UT,Subalpine Stony Loam (Snowfield sagebrush) ,Provisional,yes
R047XA660UT,R047XA660UT,Subalpine Wet Meadow (Sedge) ,Provisional,yes
R047XB210UT,R047XB210UT,Semidesert Gravelly Loam (Black Sagebrush) ,Provisional,yes
R047XB220UT,R047XB220UT,Semidesert Loam (Basin Big Sagebrush) ,Provisional,yes
R047XB221UT,R047XB221UT,Semidesert Loam (Black Sagebrush) ,Provisional,yes
R047XB236UT,R047XB236UT,Semidesert Shallow Loam (Black Sagebrush) ,Provisional,yes
R047XB244UT,R047XB244UT,Semidesert Silt Loam (Winterfat) ,Provisional,yes
R047XB252UT,R047XB252UT,Semidesert Stony Loam (Black Sagebrush) ,Provisional,yes
R047XB302UT,R047XB302UT,Upland Clay (Low Sagebrush) ,Provisional,yes
R047XB303UT,R047XB303UT,Upland Clay (Pinyon-Utah Juniper) ,Provisional,yes
R047XB304UT,R047XB304UT,Upland Gravelly Loam (Pinyon-Utah juniper) ,Provisional,yes
R047XB306UT,R047XB306UT,Upland Gravelly Loam (Black Sagebrush) ,Provisional,yes
R047XB308UT,R047XB308UT,Upland Loam (Mountain Big Sagebrush-Indian Ricegrass) ,Provisional,yes
R047XB309UT,R047XB309UT,Upland Loam (Black Sagebrush) ,Provisional,yes
R047XB312UT,R047XB312UT,Upland Shallow Clay (Pinyon-Utah Juniper) ,Provisional,yes
R047XB316UT,R047XB316UT,Upland Shallow Hardpan (Black Sagebrush) ,Provisional,yes
R047XB318UT,R047XB318UT,Upland Shallow Hardpan (Pinyon-Utah Juniper) ,Provisional,yes
R047XB322UT,R047XB322UT,Upland Shallow Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XB326UT,R047XB326UT,Upland Shallow Loam (Pinyon-Utah Juniper) ,Provisional,yes
R047XB332UT,R047XB332UT,Upland Stony Loam (Black Sagebrush) ,Provisional,yes
R047XB333UT,R047XB333UT,Upland Stony Loam (Pinyon-Utah Juniper) ,Provisional,yes
R047XB336UT,R047XB336UT,Upland Stony Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XC003UT,R047XC003UT,Interzonal Semiwet Streambank (Narrowleaf cottonwood) ,Provisional,yes
R047XC004UT,R047XC004UT,Semiwet Fresh Meadow ,Provisional,yes
R047XC005UT,R047XC005UT,Semiwet Streambank (Lodgepole Pine) ,Provisional,yes
R047XC006UT,R047XC006UT,Semiwet Fresh Streambank (Narrowleaf Cottonwood) ,Provisional,yes
R047XC007UT,R047XC007UT,Semimoist Stream Terrace (Ponderosa Pine) ,Provisional,yes
R047XC008UT,R047XC008UT,Wet Fresh Meadow (Sedge) ,Provisional,yes
R047XC302UT,R047XC302UT,Upland Clay (Black sagebrush) ,Provisional,yes
R047XC310UT,R047XC310UT,Upland Loam (Mountain Big Sagebrush) ,Provisional,yes
R047XC320UT,R047XC320UT,Upland Shallow Loam (Black Sagebrush) ,Provisional,yes
