new_es_symbol,es_symbol,es_name,stage,qa_approved
R009XY031OR,R009XY031OR,SHALLOW SOUTH 14+ PZ,Provisional,yes
R009XY034OR,R009XY034OR,COLD SOUTH 13-17 PZ,Provisional,yes
R009XY035OR,R009XY035OR,COLD SOUTH 17-24 PZ,Provisional,yes
R009XY036OR,R009XY036OR,COLD SHALLOW SOUTH 13+ PZ,Provisional,yes
R009XY040OR,R009XY040OR,NORTH 14-17 PZ,Provisional,yes
R009XY041OR,R009XY041OR,DEEP NORTH 14-17 PZ,Provisional,yes
R009XY042OR,R009XY042OR,LOW ELEVATION NORTH 14-17 PZ,Provisional,yes
R009XY043OR,R009XY043OR,LOW ELEVATION DEEP NORTH 14-17 PZ,Provisional,yes
R009XY045OR,R009XY045OR,NORTH 17-24 PZ,Provisional,yes
R009XY046OR,R009XY046OR,SHRUBBY MOIST NORTH 15+ PZ,Provisional,yes
R009XY048OR,R009XY048OR,SHALLOW NORTH 14+ PZ,Provisional,yes
R009XY050OR,R009XY050OR,LOAMY BENCH 10-15 PZ,Provisional,yes
R009XY051OR,R009XY051OR,LOAMY SOUTH 10-15 PZ,Provisional,yes
R009XY052OR,R009XY052OR,LOAMY SHALLOW SOUTH 10-15 PZ,Provisional,yes
R009XY053OR,R009XY053OR,VERY SHALLOW SOUTH 10-15 PZ,Provisional,yes
R009XY054OR,R009XY054OR,LOAMY NORTH 10-15 PZ,Provisional,yes
R009XY055OR,R009XY055OR,SHALLOW NORTH 10-15 PZ,Provisional,yes
R009XY060OR,R009XY060OR,SHRUBBY NORTH 15+ PZ,Provisional,yes
R009XY070OR,R009XY070OR,HIGH RIDGE 30+ PZ,Provisional,yes
R009XY075OR,R009XY075OR,SUBALPINE SLOPES ,Provisional,yes
R010XA001OR,R010XA001OR,LOAMY 8-10 PZ,Provisional,yes
R010XA002OR,R010XA002OR,JUNIPER SHRUBBY PUMICE HILLS 8-10 PZ,Provisional,yes
R010XA003OR,R010XA003OR,DROUGHTY 8-10 PZ,Provisional,yes
R010XA007OR,R010XA007OR,JUNIPER PUMICE SOUTH 9-12 PZ,Provisional,yes
R010XA009OR,R010XA009OR,JUNIPER SHRUBBY PUMICE FLAT 10-12 PZ,Provisional,yes
R010XA014OR,R010XA014OR,JUNIPER CINDER HILLS 10-12 PZ,Provisional,yes
R010XA018OR,R010XA018OR,JUNIPER SHRUBBY LOAM 10-12 PZ,Provisional,yes
R010XA019OR,R010XA019OR,SHRUBBY LOAM 8-12 PZ,Provisional,yes
R010XA021OR,R010XA021OR,JUNIPER SHALLOW PUMICE HILLS 10-12 PZ,Provisional,yes
R010XA022OR,R010XA022OR,JUNIPER LAVA BLISTERS 8-10 PZ,Provisional,yes
R010XA023OR,R010XA023OR,JUNIPER SHRUBBY LAVA BLISTERS 10-12 PZ,Provisional,yes
R010XA025OR,R010XA025OR,JUNIPER SHALLOW NORTH 10-12 PZ,Provisional,yes
R010XA026OR,R010XA026OR,JUNIPER PUMICE NORTH 10-12 PZ,Provisional,yes
R010XA027OR,R010XA027OR,JUNIPER PUMICE FLAT 8-10 PZ,Provisional,yes
R010XA083OR,R010XA083OR,JUNIPER SHRUBBY NORTH 9-12 PZ,Provisional,yes
R010XB013OR,R010XB013OR,JD SHRUBBY LOAM 12-16 PZ,Provisional,yes
R010XB019OR,R010XB019OR,JD GUMBO 9-12 PZ,Provisional,yes
R010XB022OR,R010XB022OR,JD CLAYEY 9-12 PZ,Provisional,yes
R010XB024OR,R010XB024OR,JD WARM ASHY CLAYPAN 9-12 PZ,Provisional,yes
R010XB025OR,R010XB025OR,JD SANDY LOAM 9-12 PZ,Provisional,yes
R010XB028OR,R010XB028OR,JD SHRUBBY MOUNTAIN 12-16 PZ,Provisional,yes
R010XB030OR,R010XB030OR,JD LOAMY 12-16 PZ,Provisional,yes
R010XB031OR,R010XB031OR,JD SHALLOW 12-16 PZ,Provisional,yes
R010XB032OR,R010XB032OR,JD VERY SHALLOW 12-16 PZ,Provisional,yes
R010XB033OR,R010XB033OR,JD SHALLOW NORTH 12-16 PZ,Provisional,yes
R010XB034OR,R010XB034OR,JD LOAMY 9-12 PZ,Provisional,yes
R010XB035OR,R010XB035OR,JD SHALLOW NORTH 9-12 PZ,Provisional,yes
R010XB042OR,R010XB042OR,INACTIVE FOR DROUGHTY SOUTH 9-12 PZ,Provisional,yes
R010XB043OR,R010XB043OR,JD DROUGHTY CLAYEY SOUTH 9-12 PZ,Provisional,yes
R010XB044OR,R010XB044OR,JD DROUGHTY SOUTH 9-12 PZ,Provisional,yes
R010XB045OR,R010XB045OR,JD CLAYEY SOUTH 12-16 PZ,Provisional,yes
R010XB046OR,R010XB046OR,JD SHRUBBY MOUNTAIN SOUTH 12-16 PZ,Provisional,yes
R010XB047OR,R010XB047OR,JD SHALLOW SOUTH 12-16 PZ,Provisional,yes
R010XB048OR,R010XB048OR,JD LOAMY SOUTH 12-16 PZ,Provisional,yes
R010XB051OR,R010XB051OR,JD SHALLOW SOUTH 9-12 PZ,Provisional,yes
R010XB052OR,R010XB052OR,JD DROUGHTY SHALLOW SOUTH 9-12 PZ,Provisional,yes
R010XB057OR,R010XB057OR,JD MAHOGANY ROCKLAND 9-12 PZ,Provisional,yes
R010XB064OR,R010XB064OR,JD NORTH 9-12 PZ,Provisional,yes
R010XB070OR,R010XB070OR,JD NORTH 12-16 PZ,Provisional,yes
R010XB071OR,R010XB071OR,JD SHRUBBY MOUNTAIN NORTH 12-16 PZ,Provisional,yes
R010XB080OR,R010XB080OR,JD CLAYPAN 12-16 PZ,Provisional,yes
R010XB081OR,R010XB081OR,JD CLAYPAN NORTH 12-16 PZ,Provisional,yes
R010XB082OR,R010XB082OR,JD SHRUBBY CLAYPAN 12-16 PZ,Provisional,yes
R010XB084OR,R010XB084OR,INACTIVE ID FOR JD MOUNTAIN VERY SHALLOW SLOPES 12-16 PZ,Provisional,yes
R010XC018OR,R010XC018OR,SR ADOBELAND 9-12 PZ,Provisional,yes
R010XC020OR,R010XC020OR,SR LOAMY 9-12 PZ,Provisional,yes
R010XC021OR,R010XC021OR,SR CLAYEY 9-12 PZ,Provisional,yes
R010XC022OR,R010XC022OR,SR SILTY 9-12 PZ,Provisional,yes
R010XC025OR,R010XC025OR,SR SANDY 9-12 PZ,Provisional,yes
R010XC032OR,R010XC032OR,SR MOUNTAIN 12-16 PZ,Provisional,yes
R010XC033OR,R010XC033OR,SR COOL 12-16 PZ,Provisional,yes
R010XC035OR,R010XC035OR,SR SHALLOW 9-12 PZ,Provisional,yes
R010XC036OR,R010XC036OR,SR SHALLOW COOL 9-12 PZ,Provisional,yes
R010XC037OR,R010XC037OR,SR MOUNTAIN SHALLOW 12-16 PZ,Provisional,yes
R010XC038OR,R010XC038OR,SR VERY SHALLOW 9-12 PZ,Provisional,yes
R010XC039OR,R010XC039OR,SR VERY SHALLOW 12-16 PZ,Provisional,yes
R010XC040OR,R010XC040OR,SR VERY SHALLOW 16-20 PZ,Provisional,yes
R010XC043OR,R010XC043OR,SR SOUTH 9-12 PZ,Provisional,yes
R010XC047OR,R010XC047OR,SR MOUNTAIN SOUTH 12-16 PZ,Provisional,yes
R010XC049OR,R010XC049OR,SR SHRUBBY MOUNTAIN SOUTH 16-20 PZ,Provisional,yes
R010XC050OR,R010XC050OR,SR SHALLOW SOUTH 9-12 PZ,Provisional,yes
R010XC051OR,R010XC051OR,SR HIGH MOUNTAIN SOUTH 16 - 20 PZ,Provisional,yes
R010XC052OR,R010XC052OR,SR SHALLOW SOUTH SCHIST 9-12 PZ,Provisional,yes
R010XC053OR,R010XC053OR,SR HIGH MOUNTAIN LOAM 18+ PZ,Provisional,yes
R010XC054OR,R010XC054OR,SR MOUNTAIN SHALLOW SOUTH 12-16 PZ,Provisional,yes
R010XC055OR,R010XC055OR,SR MOUNTAIN SHALLOW SOUTH 16-20 PZ,Provisional,yes
R010XC056OR,R010XC056OR,SR TERRACE ESCARPMENT 9-12 PZ,Provisional,yes
R010XC058OR,R010XC058OR,GREASEBUSH-MAHOGANY-ROCKLAND 9-12 PZ,Provisional,yes
R010XC059OR,R010XC059OR,SR MAHOGANY ROCKLAND 12+ PZ,Provisional,yes
R010XC063OR,R010XC063OR,SR DROUGHTY NORTH 9-12 PZ,Provisional,yes
R010XC064OR,R010XC064OR,SR NORTH 9-12 PZ,Provisional,yes
R010XC065OR,R010XC065OR,SR COOL NORTH 9-12 PZ,Provisional,yes
R010XC066OR,R010XC066OR,SR MOUNTAIN NORTH 12-16 PZ,Provisional,yes
R010XC067OR,R010XC067OR,SR SHRUBBY MOUNTAIN NORTH 16-20 PZ,Provisional,yes
R010XC068OR,R010XC068OR,SR COOL MOUNTAIN NORTH 12-16 PZ,Provisional,yes
R010XC069OR,R010XC069OR,SR MOUNTAIN NORTH 16-20 PZ,Provisional,yes
R010XC070OR,R010XC070OR,SR MOUNTAIN 16-20 PZ,Provisional,yes
R010XC075OR,R010XC075OR,SR MOUNTAIN SHALLOW NORTH 12-16 PZ,Provisional,yes
R010XC082OR,R010XC082OR,SR DRY PINE 14-16 PZ,Provisional,yes
R010XY001OR,R010XY001OR,COLD WET MEADOW ,Provisional,yes
R010XY002OR,R010XY002OR,COLD MEADOW ,Provisional,yes
R010XY003OR,R010XY003OR,WET MEADOW ,Provisional,yes
R010XY004OR,R010XY004OR,MEADOW ,Provisional,yes
R010XY005OR,R010XY005OR,LOAMY BOTTOM ,Provisional,yes
R010XY006OR,R010XY006OR,MOUNTAIN LOAMY BOTTOM ,Provisional,yes
R010XY007ID,R010XY007ID,LOAMY 12-16 - Provisional ,Provisional,yes
R010XY007OR,R010XY007OR,SODIC BOTTOM ,Provisional,yes
R010XY008OR,R010XY008OR,SODIC MEADOW ,Provisional,yes
R010XY014OR,R010XY014OR,CLAYEY BOTTOM ,Provisional,yes
R010XY015OR,R010XY015OR,BUCKWHEAT SCABLAND 9-12 PZ,Provisional,yes
R010XY113OR,R010XY113OR,SWALE 9-12 PZ,Provisional,yes
R010XY114OR,R010XY114OR,COOL SWALE 9-12 PZ,Provisional,yes
R010XY116OR,R010XY116OR,SWALE 12-16 PZ,Provisional,yes
R010XY117OR,R010XY117OR,MOUNTAIN SWALE 12-16 PZ,Provisional,yes
R010XY119OR,R010XY119OR,DRY MOUNTAIN SWALE 12-16 PZ,Provisional,yes
R010XY120OR,R010XY120OR,LOAMY FAN 9-12 PZ,Provisional,yes
R010XY121OR,R010XY121OR,DROUGHTY CLAYEY FAN 9-12 PZ,Provisional,yes
R010XY125OR,R010XY125OR,GRAVELLY FAN 12-16 PZ,Provisional,yes
R011XY001ID,R011XY001ID,LOAMY 8-12 - Provisional ,Provisional,yes
R011XY005OR,R011XY005OR,SWALE 8-11 PZ,Provisional,yes
R011XY012OR,R011XY012OR,SILTY 8-11 PZ,Provisional,yes
R011XY013OR,R011XY013OR,CLAYEY 8-11 PZ,Provisional,yes
R011XY016OR,R011XY016OR,SANDY 8-11 PZ,Provisional,yes
R011XY018OR,R011XY018OR,SHALLOW LOAM 8-11 PZ,Provisional,yes
R011XY022OR,R011XY022OR,SHALLOW ESCARPMENT COMPLEX 8-11 PZ,Provisional,yes
R015XE001CA,R015XE001CA,"Clayey Hills 10-14"" p.z.",Provisional,yes
R015XE026CA,R015XE026CA,"Loamy Slopes 9-12"" p.z.",Provisional,yes
R015XI001CA,R015XI001CA,Clayey Hills ,Provisional,yes
R015XI002CA,R015XI002CA,Shallow Loamy Hills ,Provisional,yes
R015XI003CA,R015XI003CA,Fine Loamy ,Provisional,yes
R015XI004CA,R015XI004CA,Coastal Fine Loamy ,Provisional,yes
R015XI005CA,R015XI005CA,Loamy ,Provisional,yes
R015XI006CA,R015XI006CA,Shallow Fine Loamy ,Provisional,yes
R015XI007CA,R015XI007CA,Clayey Unstable ,Provisional,yes
R015XI008CA,R015XI008CA,Very Stony Loam ,Provisional,yes
R015XI009CA,R015XI009CA,Deep Clay (Altamont) ,Provisional,yes
R015XI010CA,R015XI010CA,Clayey Terrace ,Provisional,yes
R015XI011CA,R015XI011CA,Shallow Loamy Upland ,Provisional,yes
R015XI012CA,R015XI012CA,Fine Loamy Upland (Los Osos) ,Provisional,yes
R015XI014CA,R015XI014CA,Loamy Hills (Bearwallow) ,Provisional,yes
R015XI015CA,R015XI015CA,"Steep Loamy Upland (Laughlin, Suther) ",Provisional,yes
R015XI017CA,R015XI017CA,Clay Loam (Linne) ,Provisional,yes
R015XI020CA,R015XI020CA,"Coastal Clayey (Diablo, Cibo, Cropley) high prod ",Provisional,yes
R015XI022CA,R015XI022CA,"Loamy Uplands (Santa Lucia, Lockwood, Sheridan, Arbuckle) ",Provisional,yes
R015XI023CA,R015XI023CA,Silt Loam (Gazos) ,Provisional,yes
R015XI100CA,R015XI100CA,"Hills, south-facing 17-19"" p.z.",Provisional,yes
R018XI001CA,R018XI001CA,Gravelly Loam Foothills ,Provisional,yes
R018XI002CA,R018XI002CA,Granitic ,Provisional,yes
R018XI003CA,R018XI003CA,Very Stony Shallow Loam ,Provisional,yes
R018XI004CA,R018XI004CA,Loamy ,Provisional,yes
R018XI005CA,R018XI005CA,Shallow Loam ,Provisional,yes
R018XI006CA,R018XI006CA,Sandy Loam ,Provisional,yes
R018XI007CA,R018XI007CA,Loamy Foothills ,Provisional,yes
R020XI100CA,R020XI100CA,"Loamy slopes 13-31"" p.z.",Provisional,yes
R020XI101CA,R020XI101CA,"Sandy dunes 13-34"" p.z.",Provisional,yes
R020XI102CA,R020XI102CA,"Shallow uplands 13-24"" p.z.",Provisional,yes
R020XI103CA,R020XI103CA,"Riparian Areas 13-31"" p.z.",Provisional,yes
R020XI105CA,R020XI105CA,"Deep slopes 13-24"" p.z.",Provisional,yes
R020XI106CA,R020XI106CA,"Shallow slopes 13-31"" p.z.",Provisional,yes
R020XI108CA,R020XI108CA,"Convex slopes 13-24"" p.z.",Provisional,yes
R020XI109CA,R020XI109CA,"Shaly slopes 13-24"" p.z.",Provisional,yes
R020XI110CA,R020XI110CA,"Concave slopes 13-24"" p.z.",Provisional,yes
R020XI112CA,R020XI112CA,"Moderately deep volcanic slopes 13-31"" p.z.",Provisional,yes
R020XI113CA,R020XI113CA,"Loamy volcanic slopes 13-24"" p.z.",Provisional,yes
R020XI116CA,R020XI116CA,"Clayey slopes 13-31"" p.z.",Provisional,yes
R020XI118CA,R020XI118CA,"Marine terraces 21-34"" p.z.",Provisional,yes
R020XI121CA,R020XI121CA,"Rocky bluffs 24-34"" p.z.",Provisional,yes
R021XE044CA,R021XE044CA,Cool Loam 43815Fine-loamy,Provisional,yes
R021XI001CA,R021XI001CA,Shallow Cobbly Loam ,Provisional,yes
R021XI002CA,R021XI002CA,Gravelly Loam Upland ,Provisional,yes
R021XI003CA,R021XI003CA,Deep Loam ,Provisional,yes
R021XI004CA,R021XI004CA,Shallow Stony Upland ,Provisional,yes
R021XI005CA,R021XI005CA,Gravelly Loam ,Provisional,yes
R021XI006CA,R021XI006CA,Shallow Stony Loam ,Provisional,yes
R021XI007CA,R021XI007CA,Loamy upland ,Provisional,yes
R021XI008CA,R021XI008CA,Loamy ,Provisional,yes
R021XI009CA,R021XI009CA,Stony Loam ,Provisional,yes
R021XI010CA,R021XI010CA,Shallow Loamy ,Provisional,yes
R021XY100OR,R021XY100OR,DRY FLOODPLAIN 10+ PZ,Provisional,yes
R021XY102OR,R021XY102OR,SODIC FLAT 10+ PZ,Provisional,yes
R021XY104OR,R021XY104OR,SALINE MEADOW ,Provisional,yes
R021XY108OR,R021XY108OR,INTERMITTENT LAKE ,Provisional,yes
R021XY200OR,R021XY200OR,LOAMY 10-14 PZ,Provisional,yes
R021XY201OR,R021XY201OR,JUNIPER LOAMY HILLS 10-14 PZ,Provisional,yes
R021XY202OR,R021XY202OR,SHALLOW LOAM 10-14 PZ,Provisional,yes
R021XY204OR,R021XY204OR,SHALLOW STONY 10-20 PZ,Provisional,yes
R021XY206OR,R021XY206OR,DEEP LOAMY 10-14 PZ,Provisional,yes
R021XY208OR,R021XY208OR,SANDY 10-14 PZ,Provisional,yes
R021XY210OR,R021XY210OR,LOAMY 14-18 PZ,Provisional,yes
R021XY212OR,R021XY212OR,SHALLOW LOAM 14-18 PZ,Provisional,yes
R021XY214OR,R021XY214OR,CLAYPAN 14-18 PZ,Provisional,yes
R021XY216OR,R021XY216OR,STONY CLAYPAN 14-20 PZ,Provisional,yes
R021XY218OR,R021XY218OR,SHRUBBY LOAM 16-20 PZ,Provisional,yes
R021XY300OR,R021XY300OR,SOUTH SLOPES 10-14 PZ,Provisional,yes
R021XY302OR,R021XY302OR,NORTH SLOPE 10-14 PZ,Provisional,yes
R021XY306OR,R021XY306OR,STONY CLAYPAN SOUTH 14-18 PZ,Provisional,yes
R021XY308OR,R021XY308OR,SOUTH SLOPES 14-18 PZ,Provisional,yes
R021XY310OR,R021XY310OR,SHALLOW NORTH 14-18 PZ,Provisional,yes
R021XY312OR,R021XY312OR,NORTH SLOPES 14-18 PZ,Provisional,yes
R021XY314OR,R021XY314OR,DRY MEADOW 14-30 PZ,Provisional,yes
R021XY402OR,R021XY402OR,ROCKY RIDGES 14+ PZ,Provisional,yes
R021XY406OR,R021XY406OR,WET MEADOW 14-40 PZ,Provisional,yes
R021XY410OR,R021XY410OR,DEEP LOAMY 16-20 PZ,Provisional,yes
R021XY412OR,R021XY412OR,LOAMY 18+ PZ,Provisional,yes
R021XY414OR,R021XY414OR,PINE/SEDGE-FESCUE 16-24 PZ,Provisional,yes
R021XY416OR,R021XY416OR,ASPEN GROVE ,Provisional,yes
R021XY418OR,R021XY418OR,WET LOAMY TERRACE ,Provisional,yes
R021XY420OR,R021XY420OR,JUNIPER-MAHOGANY/FESCUE 16-20 PZ,Provisional,yes
R021XY422OR,R021XY422OR,PINE-FIR/SEDGE 18-30 PZ,Provisional,yes
R021XY424OR,R021XY424OR,JUNIPER LAVALANDS 8-11 PZ,Provisional,yes
R021XY425OR,R021XY425OR,JUNIPER-PINE LAVALANDS 10-12 PZ,Provisional,yes
R021XY501OR,R021XY501OR,JUNIPER CLAYPAN 16-20 PZ,Provisional,yes
R021XY503OR,R021XY503OR,EPHEMERAL LAKEBED 10-20 PZ,Provisional,yes
R021XY505OR,R021XY505OR,JUNIPER CLAYPAN 12-16 PZ,Provisional,yes
R021XY506OR,R021XY506OR,CLAYPAN BOTTOM 12-18 PZ,Provisional,yes
R021XY508OR,R021XY508OR,JUNIPER DRY PINE 14-16 PZ,Provisional,yes
R021XY509OR,R021XY509OR,SEMI-WET MEADOW 14-20 PZ,Provisional,yes
R021XY510OR,R021XY510OR,PINE/FESCUE BOTTOM 12-18 PZ,Provisional,yes
R022AE213CA,R022AE213CA,Steep Rubbly Slope ,Provisional,yes
R022AE217CA,R022AE217CA,Frigid Volcanic Slopes ,Provisional,yes
R022AX101CA,R022AX101CA,Frigid Anastomosed System ,Provisional,yes
R022AX102CA,R022AX102CA,Frigid E-C Meadow System ,Provisional,yes
R022AX103CA,R022AX103CA,Cryic E Meadow System ,Provisional,yes
R022AX104CA,R022AX104CA,Sphagnum Fen ,Provisional,yes
R022AX105CA,R022AX105CA,Steep Mountain Drainageways ,Provisional,yes
R022AX107CA,R022AX107CA,Frigid C Channel System ,Provisional,yes
R022AZ033CA,R022AZ033CA,WET WILLOW ,Provisional,yes
R022AZ034CA,R022AZ034CA,MOIST WILLOW ,Provisional,yes
R022AZ036CA,R022AZ036CA,MOIST CLAYPAN ,Provisional,yes
R022AZ037CA,R022AZ037CA,CLAY BASIN ,Provisional,yes
R022AZ038CA,R022AZ038CA,SHALLOW LOAM 30+ P.Z. ,Provisional,yes
R022AZ039CA,R022AZ039CA,STONY SOUTH SLOPE 16-30 P.Z. ,Provisional,yes
R022AZ041CA,R022AZ041CA,ERODED SLOPE 14-20 P.Z. ,Provisional,yes
R022AZ042CA,R022AZ042CA,SHALLOW LOAM 16-20 P.Z. ,Provisional,yes
R022AZ043CA,R022AZ043CA,SOUTH SLOPE 14-16 P.Z. ,Provisional,yes
R022AZ044CA,R022AZ044CA,COARSE LOAMY 16-20 P.Z. ,Provisional,yes
R022AZ045CA,R022AZ045CA,GRAVELLY LOAMY SLOPE 20-30 P.Z. ,Provisional,yes
R022AZ046CA,R022AZ046CA,ASPEN THICKET ,Provisional,yes
R022AZ048CA,R022AZ048CA,GRANITIC SOUTH SLOPE 14-16 P.Z. ,Provisional,yes
R022AZ049CA,R022AZ049CA,CLAYPAN 14-16 P.Z. ,Provisional,yes
R022AZ050CA,R022AZ050CA,CHANNERY MORAINE ,Provisional,yes
R022AZ051CA,R022AZ051CA,KRUMMHOLZ ,Provisional,yes
R022AZ052CA,R022AZ052CA,GRAVELLY SLOPE 16+ P.Z. ,Provisional,yes
R022AZ053CA,R022AZ053CA,SNOW POCKET ,Provisional,yes
R022AZ054CA,R022AZ054CA,MOIST MOUNTAIN BASIN ,Provisional,yes
R022AZ055CA,R022AZ055CA,MOUNTAIN SHOULDERS 20-30 P.Z. ,Provisional,yes
R022BI200CA,R022BI200CA,Talus Slope ,Provisional,yes
R022BI201CA,R022BI201CA,Bedded Tephra Deposits ,Provisional,yes
R022BI202CA,R022BI202CA,Frigid Alluvial Flat ,Provisional,yes
R022BI203CA,R022BI203CA,Moderately Deep Fragmental Slopes ,Provisional,yes
R022BI204CA,R022BI204CA,Glaciated Mountain Slopes ,Provisional,yes
R022BI205CA,R022BI205CA,Cirque Floor ,Provisional,yes
R022BI206CA,R022BI206CA,Cryic Lacustrine Flat ,Provisional,yes
R022BI207CA,R022BI207CA,Alpine Slopes ,Provisional,yes
R022BI208CA,R022BI208CA,Cryic Pyroclastic Cones ,Provisional,yes
R022BI209CA,R022BI209CA,Loamy Seeps ,Provisional,yes
R022BI210CA,R022BI210CA,Frigid Loamy Flood Plains ,Provisional,yes
R022BI211CA,R022BI211CA,Spring Complex ,Provisional,yes
R022BI212CA,R022BI212CA,Windy Peak ,Provisional,yes
R022BI213CA,R022BI213CA,Frigid Sandy Flood Plains ,Provisional,yes
R022BI214CA,R022BI214CA,Pyroclastic Flow ,Provisional,yes
R022BI215CA,R022BI215CA,Frigid Gravelly Flood Plains ,Provisional,yes
R022BI216CA,R022BI216CA,Active Hydrothermal Areas (Complex),Provisional,yes
R022BI217CA,R022BI217CA,Frigid Lacustrine Flat ,Provisional,yes
R022BI218CA,R022BI218CA,Thermal Seeps ,Provisional,yes
R023XY019OR,R023XY019OR,SILT LOAM TERRACE 10-12 PZ - Inactive to 024XY019OR,Provisional,yes
R023XY100OR,R023XY100OR,LAKEBED ,Provisional,yes
R023XY115OR,R023XY115OR,WET MARSH ,Provisional,yes
R023XY116OR,R023XY116OR,SEMI-WET MARSH ,Provisional,yes
R023XY117OR,R023XY117OR,BASIN WET MEADOW ,Provisional,yes
R023XY118OR,R023XY118OR,BASIN DRY MEADOW ,Provisional,yes
R023XY119OR,R023XY119OR,BASIN WILLOW ,Provisional,yes
R023XY200OR,R023XY200OR,PONDED CLAY ,Provisional,yes
R023XY202OR,R023XY202OR,SWALE 10-14 PZ,Provisional,yes
R023XY210OR,R023XY210OR,PUMICE 10-12 PZ,Provisional,yes
R023XY211OR,R023XY211OR,PUMICE CLAYPAN 10-12 PZ,Provisional,yes
R023XY212OR,R023XY212OR,LOAMY 10-12 PZ,Provisional,yes
R023XY213OR,R023XY213OR,SANDY LOAM 10-12 PZ,Provisional,yes
R023XY214OR,R023XY214OR,CLAYPAN 10-12 PZ,Provisional,yes
R023XY215OR,R023XY215OR,SHALLOW GRAVELLY LOAM 10-12 PZ,Provisional,yes
R023XY216OR,R023XY216OR,CLAYPAN 12-16 PZ,Provisional,yes
R023XY217OR,R023XY217OR,JUNIPER TABLELAND 12-16 PZ,Provisional,yes
R023XY218OR,R023XY218OR,THIN SURFACE CLAYPAN 10-16 PZ,Provisional,yes
R023XY219OR,R023XY219OR,SHALLOW ASHY 10-12 PZ,Provisional,yes
R023XY220OR,R023XY220OR,CLAYEY 10-12 PZ,Provisional,yes
R023XY221OR,R023XY221OR,GRAVELLY TERRACE 10-12 PZ,Provisional,yes
R023XY222OR,R023XY222OR,SHALLOW LAVA 10-12 PZ,Provisional,yes
R023XY300OR,R023XY300OR,SOUTH SLOPES 10-12 PZ,Provisional,yes
R023XY301OR,R023XY301OR,DROUGHTY SOUTH SLOPES 11-13 PZ,Provisional,yes
R023XY302OR,R023XY302OR,SOUTH SLOPES 12-16 PZ,Provisional,yes
R023XY308OR,R023XY308OR,NORTH SLOPES 10-12 PZ,Provisional,yes
R023XY310OR,R023XY310OR,NORTH SLOPES 12-16 PZ,Provisional,yes
R023XY312OR,R023XY312OR,SHALLOW NORTH 12-16 PZ,Provisional,yes
R023XY314OR,R023XY314OR,GRAVELLY NORTH SLOPES 12-16 PZ,Provisional,yes
R023XY316OR,R023XY316OR,DROUGHTY LOAM 11-13 PZ,Provisional,yes
R023XY318OR,R023XY318OR,LOAMY 12-16 PZ,Provisional,yes
R023XY320OR,R023XY320OR,JUNIPER SOUTH SLOPES 12-16 PZ,Provisional,yes
R023XY321OR,R023XY321OR,DEEP LOAMY 12-16 PZ,Provisional,yes
R023XY324OR,R023XY324OR,SHALLOW SWALE 10-14 PZ,Provisional,yes
R023XY400OR,R023XY400OR,LOAMY 16-20 PZ,Provisional,yes
R023XY404OR,R023XY404OR,DEEP NORTH 12-18 PZ,Provisional,yes
R023XY406OR,R023XY406OR,SWALE 12-16 PZ,Provisional,yes
R023XY408OR,R023XY408OR,ROCKY RIDGES 12-16 PZ,Provisional,yes
R023XY410OR,R023XY410OR,GRAVELLY RIDGE 12-16 PZ,Provisional,yes
R023XY412OR,R023XY412OR,GRAVELLY RIDGE 16+ PZ,Provisional,yes
R023XY414OR,R023XY414OR,SEMI WET MEADOW ,Provisional,yes
R023XY416OR,R023XY416OR,WET MEADOW ,Provisional,yes
R023XY418OR,R023XY418OR,ASPEN 16-35 PZ,Provisional,yes
R023XY501OR,R023XY501OR,SHALLOW LOAM 16-25 PZ,Provisional,yes
R023XY502OR,R023XY502OR,LOAMY 25-35 PZ,Provisional,yes
R023XY503OR,R023XY503OR,OPEN SLOPES 25-35 PZ,Provisional,yes
R023XY504OR,R023XY504OR,SUBALPINE LOAMY 35-40 PZ,Provisional,yes
R023XY505OR,R023XY505OR,SUBALPINE THIN SURFACE 35-40 PZ,Provisional,yes
R023XY506OR,R023XY506OR,SUBALPINE MEADOW ,Provisional,yes
R023XY507OR,R023XY507OR,CLAYPAN 16-25 PZ,Provisional,yes
R023XY508OR,R023XY508OR,PUMICE FLAT 10-12 PZ,Provisional,yes
R023XY511OR,R023XY511OR,JUNIPER LAVA BENCHES 9-12 PZ,Provisional,yes
R023XY516OR,R023XY516OR,STONY LOAM 10-12 PZ,Provisional,yes
R023XY602OR,R023XY602OR,ARID NORTH 8-10 PZ,Provisional,yes
R024XY001OR,R024XY001OR,SODIC FLAT ,Provisional,yes
R024XY002OR,R024XY002OR,SODIC MEADOW 6-10 PZ,Provisional,yes
R024XY003OR,R024XY003OR,SODIC BOTTOM ,Provisional,yes
R024XY004OR,R024XY004OR,DRY FLOODPLAIN 6-10 PZ,Provisional,yes
R024XY005OR,R024XY005OR,SODIC DUNES ,Provisional,yes
R024XY006NV,R024XY006NV,DRY FLOODPLAIN ,Provisional,yes
R024XY006OR,R024XY006OR,LAKE TERRACE ,Provisional,yes
R024XY007OR,R024XY007OR,DRY PONDED CLAY 6-10 PZ,Provisional,yes
R024XY008OR,R024XY008OR,CLAYEY PLAYETTE ,Provisional,yes
R024XY009OR,R024XY009OR,DRY BASIN ,Provisional,yes
R024XY010OR,R024XY010OR,ARID BASIN 6-10 PZ,Provisional,yes
R024XY011OR,R024XY011OR,SILTY 6-10 PZ,Provisional,yes
